232	DOT SURVY 1 - Survey Crew 1 (Minnesota DOT District 5 Metro)
234	DOT SURVY 2 - Survey Crew 2 (Minnesota DOT District 5 Metro)
236	DOT SURVY 3 - Survey Crew 3 (Minnesota DOT District 5 Metro)
238	DOT SURVY 4 - Survey Crew 4 (Minnesota DOT District 5 Metro)
240	DOT SURVY 5 - Survey Crew 5 (Minnesota DOT District 5 Metro)
242	DOT SURVY 6 - Survey Crew 6 (Minnesota DOT District 5 Metro)
244	DOT SURVY 7 - Survey Crew 7 (Minnesota DOT District 5 Metro)
246	DOT SURVY 8 - Survey Crew 8 (Minnesota DOT District 5 Metro)
248	DOT SURVY 9 - Survey Crew 9 (Minnesota DOT District 5 Metro)
250	DOT SURVY 10 - Survey Crew 10 (Minnesota DOT District 5 Metro)
252	DOT SURVY 11 - Survey Crew 11 (Minnesota DOT District 5 Metro)
254	DOT SURVY 12 - Survey Crew 12 (Minnesota DOT District 5 Metro)
256	DOT SURVY 13 - Survey Crew 13 (Minnesota DOT District 5 Metro)
258	DOT SURVY 14 - Survey Crew 14 (Minnesota DOT District 5 Metro)
260	DOT SURVY 15 - Survey Crew 15 (Minnesota DOT District 5 Metro)
262	DOT SURVY 16 - Survey Crew 16 (Minnesota DOT District 5 Metro)
264	DOT SURVY 17 - Survey Crew 17 (Minnesota DOT District 5 Metro)
266	DOT SURVY 18 - Survey Crew 18 (Minnesota DOT District 5 Metro)
268	DOT SURVY 19 - Survey Crew 19 (Minnesota DOT District 5 Metro)
270	DOT SURVY 20 - Survey Crew 20 (Minnesota DOT District 5 Metro)
272	DOT SURVY 21 - Survey Crew 21 (Minnesota DOT District 5 Metro)
274	DOT SURVY 22 - Survey Crew 22 (Minnesota DOT District 5 Metro)
276	DOT SURVY 23 - Survey Crew 23 (Minnesota DOT District 5 Metro)
278	DOT ANNOUNCE - DOT Announce Weather (Minnesota DOT District 5 Metro)
280	DOT METRO EM - Metro Emergency to MSP (Minnesota DOT District 5 Metro)
282	DOT COMMON - Common (Minnesota DOT District 5 Metro)
284	DOT MAINT NE - MNDOT North East Maintance Dispatch (Minnesota DOT District 5 Metro)
286	DOT MAINT NW - MNDOT North West Maintance Dispatch (Minnesota DOT District 5 Metro)
288	DOT MAINT C - MNDOT Central Maintance Dispatch (Minnesota DOT District 5 Metro)
290	DOT MAINT S - MNDOT South Maintance Dispatch (Minnesota DOT District 5 Metro)
292	DOT NB 12 - MNDOT North Branch 12 (Minnesota DOT District 5 Metro)
294	DOT FL 14 - MNDOT Forest Lake 14 (Minnesota DOT District 5 Metro)
296	DOT SLP 15 - MNDOT Spring Lake Park 15 (Minnesota DOT District 5 Metro)
298	DOT OKD 11 - MNDOT Oakdale 11 (Minnesota DOT District 5 Metro)
300	DOT ANK 41 - MNDOT Anoka 41 (Minnesota DOT District 5 Metro)
302	DOT MG 42 - MNDOT Maple Grove 42 (Minnesota DOT District 5 Metro)
304	DOT PLY 44 - MNDOT Plymouth 44 (Minnesota DOT District 5 Metro)
306	DOT GV 45 - MNDOT Golden Valley 45 (Minnesota DOT District 5 Metro)
308	DOT EP 43 - MNDOT Eden Prairie 43 (Minnesota DOT District 5 Metro)
310	DOT CAM 22 - MNDOT Camden Yard Mlps 22 (Minnesota DOT District 5 Metro)
312	DOT RCH 23 - MNDOT Cedar Richfield 23 (Minnesota DOT District 5 Metro)
314	DOT MYD 25 - MNDOT Maryland St Paul 25 (Minnesota DOT District 5 Metro)
316	DOT ARD 26 - MNDOT Arden Hills 26 (Minnesota DOT District 5 Metro)
318	DOT HST 33 - MNDOT Hastings 33 (Minnesota DOT District 5 Metro)
320	DOT MDT 32 - MNDOT Mendota 32 (Minnesota DOT District 5 Metro)
322	DOT LKV 34 - MNDOT Lakeville 34 (Minnesota DOT District 5 Metro)
324	DOT SHK 31 - MNDOT Shakopee 31 (Minnesota DOT District 5 Metro)
326	DOT JDN 35 - MNDOT Jordan 35 (Minnesota DOT District 5 Metro)
328	DOT SUPV - MNDOT Supervisors (Minnesota DOT District 5 Metro)
330	DOT MAT ADM - MNDOT MaterialsAdmin (Minnesota DOT District 5 Metro)
332	DOT TMC AIR - TMC Airpatrol (Minnesota DOT District 5 Metro)
334	DOT METRO 334 - MNDOT Metro 334 (Minnesota DOT District 5 Metro)
336	DOT METRO 336 - MNDOT Metro 336 (Minnesota DOT District 5 Metro)
338	DOTTMCHLPR - TMC Highway Helper FIRST (Minnesota DOT District 5 Metro)
340	DOT ESS LOCT - ESS Cable Locates (Minnesota DOT District 5 Metro)
342	DOT ESS SIG - ESS Signals (Minnesota DOT District 5 Metro)
344	DOT CONST OK - Construction Office Oakdale (Minnesota DOT District 5 Metro)
346	DOT CONST MD - Construction Office Mendota (Minnesota DOT District 5 Metro)
348	DOT CONST EP - Construction Office Eden Prairie (Minnesota DOT District 5 Metro)
350	DOT CONST GV - Construction Office Golden valley (Minnesota DOT District 5 Metro)
352	DOT SIGNS - MNDOT Sign Shop (Minnesota DOT District 5 Metro)
354	DOT STRIPING - Traffic Striping (Minnesota DOT District 5 Metro)
356	DOT TRFC ENG - Traffic Engineering (Minnesota DOT District 5 Metro)
358	DOT BLD MNT - Building Mainenance (Minnesota DOT District 5 Metro)
360	DOT HAZMAT - HazMat (Minnesota DOT District 5 Metro)
362	SRB DEMO 1 - Radio Board Demo 1 (Radio Board System Technicians)
370	PCA MAIN - Pollution Control Agency Main (Minnesota Miscl State Agencies)
372	PCA CONTRACT - PCA Tactical 1 Contractors (Minnesota Miscl State Agencies)
374	PCA STAFF T1 - PCA Tactical 1 Staff (Minnesota Miscl State Agencies)
382	LAW - Law (Minnesota Miscl State Agencies)
384	DOT NIGHT - Night Crews (Minnesota DOT District 5 Metro)
385	MSP CALL - State Patrol Hailing (Statewide Interoperability)
388	DOT SAFETY - Safety (Minnesota DOT District 5 Metro)
390	DOT METRO 390 - MNDOT Metro (Minnesota DOT District 5 Metro)
396	DOT NIGHT 1 - Night Crews 1 (Minnesota DOT District 5 Metro)
400	ME TAC 9E - Metro Tactical 9E (Zone 1 Interoperability Metro)
402	ME TAC 10E - Metro Tactical 10E (Zone 1 Interoperability Metro)
408	DOT METRO 408 - MNDOT Metro 408 (Minnesota DOT District 5 Metro)
410	DOT METRO 410 - MNDOT Metro 410 (Minnesota DOT District 5 Metro)
412	DOT METRO 412 - MNDOT Metro 412 (Minnesota DOT District 5 Metro)
418	DRO TAC 1 RC - Disaster Relief Organization Tactical 1 Red Cross (Minnesota Miscl State Agencies)
420	DRO TAC 2 SA - Disaster Relief Organization Tactical 2 Salvation Army (Minnesota Miscl State Agencies)
422	DRO TAC 3 - Disaster Relief Organization Tactical 3 (Minnesota Miscl State Agencies)
424	DRO TAC 4 - Disaster Relief Organization Tactical 4 (Minnesota Miscl State Agencies)
426	N GUARD A - National Guard A (Minnesota National Guard Military)
428	N GUARD EOC - National Guard EOC ST PAUL (Minnesota National Guard Military)
430	N GUARD - National Guard  (Minnesota National Guard Military)
431	DNR FOR NW 1 - DNR Forestry NW 1 (Minnesota Department of Natural Resources DNR)
432	DNR Frst Cam - DNR Forestery Cambridge (Minnesota Department of Natural Resources DNR)
433	DNR FOR NW 2 - DNR Forestry NW 2 (Minnesota Department of Natural Resources DNR)
434	DNR FOR NW 3 - DNR Forestry NW 3 (Minnesota Department of Natural Resources DNR)
435	DNR FOR NE 1 - DNR Forestry NE 1 (Minnesota Department of Natural Resources DNR)
436	DNR FOR NE 2 - DNR Forestry NE 2 (Minnesota Department of Natural Resources DNR)
438	DNR FOR NE 3 - DNR Forestry NE 3 (Minnesota Department of Natural Resources DNR)
439	DNR FIRE  - DNR Fire (Minnesota Department of Natural Resources DNR)
440	DNR FIRE DSP - Forest Fire Main Dispatch (Minnesota Department of Natural Resources DNR)
442	DNR FIRE SP2 - DNR Fire Suppression 2 (Minnesota Department of Natural Resources DNR)
443	DNR FORESTRY - DNR Forestry (Minnesota Department of Natural Resources DNR)
446	MET TRAFFIC - Metro Traffic Information (Minnesota DOT District 5 Metro)
448	DOT EVENTS - Event Staging (Minnesota DOT District 5 Metro)
450	HS EM DUTY O - Homeland Security Emergency Management Duty Officer (Minnesota Miscl State Agencies)
454	133 PER OPS - 133rd Air Lift Wing Perimeter Ops (Minnesota National Guard Military)
455	DHS EME MAIN - DHS Emergency Management Main (Department of Human Services)
456	DOH TAC 1 - Department of Health Tactical 1 (Minnesota Miscl State Agencies)
457	DOH TAC 2 - Department of Health Tactical 2 (Minnesota Miscl State Agencies)
459	DHS EME 1 - DHS Emergency Management 1 (Department of Human Services)
460	DHS EME 2 - DHS Emergency Management 2 (Department of Human Services)
461	DHS EME 3 - DHS Emergency Management 3 (Department of Human Services)
462	DHS ROAM - DHS Roaming (Department of Human Services)
463	DHS CO - DHS Central Office (Department of Human Services)
464	US FBI 1 - Federal Bureau of Investigations 1 (Federal Agencies)
465	US FBI 3 - Federal Bureau of Investigations 3 (Federal Agencies)
466	US FBI 2 - Federal Bureau of Investigations 2 (Federal Agencies)
468	US FWS - US Fish Wildlife Service Enforcement (Federal Agencies)
478	DNR TRACK 1 - DNR Wildlife Tracking 1 (Minnesota Department of Natural Resources DNR)
480	DNR TRACK 2 - DNR Wildlife Tracking 2 (Minnesota Department of Natural Resources DNR)
500	STAC 5 - Statewide Tactical 5 (Statewide Interoperability)
502	STAC 6 - Statewide Tactical 6 (Statewide Interoperability)
504	LTAC 1 - Law Enforcement Tactical 1 (Statewide Interoperability)
505	LTAC9E - Law Enforcement Tactical 9 Enc (Statewide Interoperability)
506	LTAC 2 - Law Enforcement Tactical 2 (Statewide Interoperability)
507	LTAC10E - Law Enforcement Tactical 10 Enc (Statewide Interoperability)
520	DOC SORT 1 - Special Operations Response Team Tactical 1 (Minnesota Department of Corrections)
522	DOCSORT 2 - Special Operations Response Team Tactical 2 (Minnesota Department of Corrections)
524	DOC SORT 3 - Special Operations Response Team Tactical 3 (Minnesota Department of Corrections)
526	DOC SORT 4 - Special Operations Response Team Tactical 4 (Minnesota Department of Corrections)
528	SYS TECH 528 - Radio Board Demo TG (Radio Board System Technicians)
600	MET HEALTH 1 - Metro Local Public Health Association 1 (Ramsey County)
602	MET HEALTH 2 - Metro Local Public Health Association 2 (Ramsey County)
604	METRO PHA 3 - Metro Local Public Health Association 3 (Minnesota Miscl State Agencies)
606	METRO PHA 4 - Metro Local Public Health Association 4 (Minnesota Miscl State Agencies)
610	N GUARD D - National Guard D (Minnesota National Guard Military)
612	N GUARD E - National Guard E (Minnesota National Guard Military)
614	N GUARD F - National Guard F (Minnesota National Guard Military)
616	N GUARD G - National Guard G (Minnesota National Guard Military)
618	133 FLT OPS - 133rd Air Lift Wing Flightline Ops (Minnesota National Guard Military)
620	N GUARD I - National Guard I (Minnesota National Guard Military)
622	N GUARD J - National Guard J (Minnesota National Guard Military)
624	N GUARD K - National Guard K (Minnesota National Guard Military)
626	N GUARD L - National Guard L (Minnesota National Guard Military)
628	N GUARD M - National Guard M (Minnesota National Guard Military)
630	34 INF MAIN  - 34th Infantry Red Bulls Main (Minnesota National Guard Military)
632	N GUARD O - National Guard O (Minnesota National Guard Military)
634	N GUARD P - National Guard P (Minnesota National Guard Military)
636	N GUARD Q - National Guard Q (Minnesota National Guard Military)
638	N GUARD R - National Guard R (Minnesota National Guard Military)
640	N GUARD S - National Guard S (Minnesota National Guard Military)
642	N GUARD T - National Guard T (Minnesota National Guard Military)
644	NG RIP FIRE - Camp Ripley Fire (Minnesota National Guard Military)
646	N GUARD V - National Guard V (Minnesota National Guard Military)
648	N GUARD W - National Guard W (Minnesota National Guard Military)
650	NG RIP RANGE - Camp Ripley Range Control (Minnesota National Guard Military)
652	NG RIP SEC - Camp Ripley Security (Minnesota National Guard Military)
654	NG RIP OPS 1 - Camp Ripley Ops 1 (Minnesota National Guard Military)
656	NG RIP OPS 2 - Camp Ripley Ops 2 (Minnesota National Guard Military)
662	CR RangeCtrl - Camp Ripley Range Control (Minnesota National Guard Military)
670	N GUARD X - National Guard X (Minnesota National Guard Military)
694	DNR CONS 694 - DNR CONS TAC 694 (Minnesota Department of Natural Resources DNR)
696	DNR CONS 696 - DNR CONS TAC 696 (Minnesota Department of Natural Resources DNR)
698	DNR CONS 698 - DNR CONS TAC 698 (Minnesota Department of Natural Resources DNR)
700	SYS TECH 700 - System Technicians 700 (Radio Board System Technicians)
702	SYS TECH 702 - System Technicians 702 (Radio Board System Technicians)
704	SYS TECH 704 - System Technicians 704 (Radio Board System Technicians)
706	SYS TECH 706 - System Technicians 706 (Radio Board System Technicians)
708	SYS TECH 708 - SE MN System Technicians 708 (Radio Board System Technicians)
710	DNR CONS 710 - DNR CONS D TAC 710 (Minnesota Department of Natural Resources DNR)
712	CONS D2 TAC - DNR CONS D2 TAC (Minnesota Department of Natural Resources DNR)
714	DNR CONS 714 - DNR CONS D TAC 714 (Minnesota Department of Natural Resources DNR)
715	Wild River SP - Wild River State Park (Chisago County)
716	DNR CONS 716 - DNR CONS D TAC 716 (Minnesota Department of Natural Resources DNR)
718	DNR CONS 718 - DNR CONS D TAC 718 (Minnesota Department of Natural Resources DNR)
719	Interstate SP - Interstate State Park (Chisago County)
720	DNR CONS 720 - DNR CONS D TAC 720 (Minnesota Department of Natural Resources DNR)
722	DNR CONS 722 - DNR CONS D TAC 722 (Minnesota Department of Natural Resources DNR)
723	WILL OBRIEN - William OBrien State Park (Washington County)
724	DNR CONS 724 - DNR CONS D TAC 724 (Minnesota Department of Natural Resources DNR)
725	DNR 725 - DNR 725 (Minnesota Department of Natural Resources DNR)
727	FtSnellingPk - Fort Snelling State Park (Minnesota Department of Natural Resources DNR)
728	DNR CONS STL - DNR CONS D TAC St Louis County (Minnesota Department of Natural Resources DNR)
730	DNR CONS STL - DNR CONS D TAC St Louis County (Minnesota Department of Natural Resources DNR)
731	AFTON ST PRK - Afton State Park (Washington County)
734	CONS D6 TAC - DNR CONS D 6 TAC (Minnesota Department of Natural Resources DNR)
744	DNR AIR - Air Enforcement (Minnesota Department of Natural Resources DNR)
746	DNR DlthTacA - Duluth Area Tactical A (Minnesota Department of Natural Resources DNR)
748	DNR DlthTacB - Duluth Area Tactical B (Minnesota Department of Natural Resources DNR)
752	DNR TAC BRD - DNR CONS D9 TAC Brainerd area (Minnesota Department of Natural Resources DNR)
764	DNR TAC HOFF - Reg 3 Dist 11 Ops Hoffman Area Tac (Minnesota Department of Natural Resources DNR)
770	DNR R3 D12 - Reg 3 Dist 12 Ops (Minnesota Department of Natural Resources DNR)
772	DNR 772 - DNR 772 (Minnesota Department of Natural Resources DNR)
776	DNR R4 D15 - Region 4 District 15 (Minnesota Department of Natural Resources DNR)
778	DNR R4 D15 T - Region 4 District 15 TAC (Minnesota Department of Natural Resources DNR)
782	DNR R4 D15 - Region 4 District 16 (Minnesota Department of Natural Resources DNR)
784	DNR R4 D15 T - Region 4 District 16 TAC (Minnesota Department of Natural Resources DNR)
788	DNR CONS - Enforcement  (Minnesota Department of Natural Resources DNR)
790	DNR 790 - DNR 790 (Minnesota Department of Natural Resources DNR)
794	DNR CONS ROC - Region 3 District 18 Rochester Enforcement (Minnesota Department of Natural Resources DNR)
796	DNR 796 - DNR 796 (Minnesota Department of Natural Resources DNR)
800	AN SYSTECH - Radio Technicians (Anoka County)
802	AN S DISP - South Main Dispatch (Anoka County)
804	AN PD 2 Admin - Police Ch 2 Administration (Anoka County)
806	AN PD INFO - Police Information CH 3 (Anoka County)
808	AN 3 DISP - Police 3rd Main (Anoka County)
810	AN N DISP - North Main Dispatch (Anoka County)
812	AN COM - Common (Anoka County)
814	AN TAC 1 - Tactical 1 (Anoka County)
816	AN TAC 2 - Tactical 2 (Anoka County)
818	AN TAC 3 - Tactical 3 (Anoka County)
820	AN NMDTF - North Metro Drug Task Force (Anoka County)
822	AN LAW MLT - Law Enforcement Multigroup (Anoka County)
824	ANKA PD C2C - Anoka City Police Car to Car (Anoka County)
826	ANKA PD ADM - Anoka City Police Administrative (Anoka County)
828	BLN PD C2C - Blaine Police Car to Car (Anoka County)
830	BLN PD ADM - Blaine Police Administrative (Anoka County)
832	CENT PD C2C - Centennial Police Car to Car (Anoka County)
834	CENT PD ADM - Centennial Police Administrative (Anoka County)
836	CHTS PD C2C - Columbia Heights Police Car to Car (Anoka County)
838	CHTS PD ADM - Columbia Heights Police Administrative (Anoka County)
840	COON PD C2C - Coon Rapids Police Car to Car (Anoka County)
842	COON PD ADM - Coon Rapids Police Administrative (Anoka County)
844	FRID PD C2C - Fridley Police Car to Car (Anoka County)
846	FRID PD ADM - Fridley Police Administrative (Anoka County)
848	LINO PD C2C - Lino Lakes Police Car to Car (Anoka County)
850	LINO PD ADM - Lino Lakes Police Administrative (Anoka County)
852	RAMS PD C2C - Ramsey Police Car to Car (Anoka County)
854	RAMS PD ADM - Ramsey Police Administrative (Anoka County)
856	STFR PD C2C - St Francis Police Car to Car (Anoka County)
858	STFR PD ADM - St Francis Police Administrative (Anoka County)
860	SPLP PD C2C - Spring Lake Park Police Car to Car (Anoka County)
862	SPLP PD ADM - Spring Lake Park Police Administrative (Anoka County)
864	ANKA SO C2C - Police CartoCar (Anoka County)
866	ANKA SO ADM - Police Administration (Anoka County)
868	ANOKA COMM - Anoka City Common (Anoka County)
870	BLNSLP COMM - Blaine SLP MV Common (Anoka County)
872	CHTS COMM - Columbia Heights Hilltop Common (Anoka County)
874	COON COMM - Coon Rapids Common (Anoka County)
876	FRIDLEY COMM - Fridley Common (Anoka County)
878	LINOLX COMM - Lino Lakes Lexington CP CVL Common (Anoka County)
880	RAMSEY COMM - Ramsey Common (Anoka County)
882	ST FRN COMM - St Francis Bethel Common (Anoka County)
884	AN SO COMM - Area Common (Anoka County)
886	AN JAIL 1 - Jail Main (Anoka County)
888	AN JAIL 2 - Jail Administration (Anoka County)
890	AN SWAT - SWAT Team (Anoka County)
892	AN SO DIVE - Dive Team (Anoka County)
